FREQ,Frequenza,REF_AREA,Territorio,DATA_TYPE,Indicatore,TYPE_SOCIO_EDUC_SERVICE,Tipo di servizio socio-educativo,HOLDER_SECTOR_PUBPRIV,Settore del titolare,TIME_PERIOD,Osservazione,OBS_STATUS,'Stato dell"'osservazione',NOTE_REF_AREA,Territorio (NOTE_REF_AREA),NOTE_DATA_TYPE,Indicatore (NOTE_DATA_TYPE),NOTE_TYPE_SOCIO_EDUC_SERVICE,Tipo di servizio socio-educativo (NOTE_TYPE_SOCIO_EDUC_SERVICE),NOTE_HOLDER_SECTOR_PUBPRIV,Settore del titolare (NOTE_HOLDER_SECTOR_PUBPRIV),NOTE_TIME_PERIOD,Tempo (NOTE_TIME_PERIOD),BASE_PER,Anno base,UNIT_MEAS,Unità di misura,UNIT_MULT,Unità di moltiplicazione
A,Annuale,ITF6,Calabria,P_100CH_Y0_2,Posti autorizzati per 100 bambini di 0-2 anni,DNUR,Nidi e sezioni primavera,9,Totale,2016,8.8,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITF6,Calabria,P_100CH_Y0_2,Posti autorizzati per 100 bambini di 0-2 anni,DNUR,Nidi e sezioni primavera,9,Totale,2017,9.3,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITF6,Calabria,P_100CH_Y0_2,Posti autorizzati per 100 bambini di 0-2 anni,DNUR,Nidi e sezioni primavera,9,Totale,2018,10,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITF6,Calabria,P_100CH_Y0_2,Posti autorizzati per 100 bambini di 0-2 anni,DNUR,Nidi e sezioni primavera,9,Totale,2019,10.2,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITF6,Calabria,P_100CH_Y0_2,Posti autorizzati per 100 bambini di 0-2 anni,DNUR,Nidi e sezioni primavera,9,Totale,2020,11.1,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITF6,Calabria,P_100CH_Y0_2,Posti autorizzati per 100 bambini di 0-2 anni,DNUR,Nidi e sezioni primavera,9,Totale,2021,13.6,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITF6,Calabria,P_100CH_Y0_2,Posti autorizzati per 100 bambini di 0-2 anni,DNUR,Nidi e sezioni primavera,9,Totale,2022,14.7,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITF6,Calabria,P_100CH_Y0_2,Posti autorizzati per 100 bambini di 0-2 anni,DNUR,Nidi e sezioni primavera,9,Totale,2023,16,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITG1,Sicilia,P_100CH_Y0_2,Posti autorizzati per 100 bambini di 0-2 anni,DNUR,Nidi e sezioni primavera,9,Totale,2013,10.7,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITG1,Sicilia,P_100CH_Y0_2,Posti autorizzati per 100 bambini di 0-2 anni,DNUR,Nidi e sezioni primavera,9,Totale,2014,9.5,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITG1,Sicilia,P_100CH_Y0_2,Posti autorizzati per 100 bambini di 0-2 anni,DNUR,Nidi e sezioni primavera,9,Totale,2015,8.9,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITG1,Sicilia,P_100CH_Y0_2,Posti autorizzati per 100 bambini di 0-2 anni,DNUR,Nidi e sezioni primavera,9,Totale,2016,9.3,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITG1,Sicilia,P_100CH_Y0_2,Posti autorizzati per 100 bambini di 0-2 anni,DNUR,Nidi e sezioni primavera,9,Totale,2017,9.2,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITG1,Sicilia,P_100CH_Y0_2,Posti autorizzati per 100 bambini di 0-2 anni,DNUR,Nidi e sezioni primavera,9,Totale,2018,9.6,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITG1,Sicilia,P_100CH_Y0_2,Posti autorizzati per 100 bambini di 0-2 anni,DNUR,Nidi e sezioni primavera,9,Totale,2019,11.8,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITG1,Sicilia,P_100CH_Y0_2,Posti autorizzati per 100 bambini di 0-2 anni,DNUR,Nidi e sezioni primavera,9,Totale,2020,11.8,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITG1,Sicilia,P_100CH_Y0_2,Posti autorizzati per 100 bambini di 0-2 anni,DNUR,Nidi e sezioni primavera,9,Totale,2021,12.4,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITG1,Sicilia,P_100CH_Y0_2,Posti autorizzati per 100 bambini di 0-2 anni,DNUR,Nidi e sezioni primavera,9,Totale,2022,13,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITG1,Sicilia,P_100CH_Y0_2,Posti autorizzati per 100 bambini di 0-2 anni,DNUR,Nidi e sezioni primavera,9,Totale,2023,14.2,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITG2,Sardegna,P_100CH_Y0_2,Posti autorizzati per 100 bambini di 0-2 anni,DNUR,Nidi e sezioni primavera,9,Totale,2013,24.1,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITG2,Sardegna,P_100CH_Y0_2,Posti autorizzati per 100 bambini di 0-2 anni,DNUR,Nidi e sezioni primavera,9,Totale,2014,25.3,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITG2,Sardegna,P_100CH_Y0_2,Posti autorizzati per 100 bambini di 0-2 anni,DNUR,Nidi e sezioni primavera,9,Totale,2015,25.1,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITG2,Sardegna,P_100CH_Y0_2,Posti autorizzati per 100 bambini di 0-2 anni,DNUR,Nidi e sezioni primavera,9,Totale,2016,26.1,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITG2,Sardegna,P_100CH_Y0_2,Posti autorizzati per 100 bambini di 0-2 anni,DNUR,Nidi e sezioni primavera,9,Totale,2017,26,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITG2,Sardegna,P_100CH_Y0_2,Posti autorizzati per 100 bambini di 0-2 anni,DNUR,Nidi e sezioni primavera,9,Totale,2018,27.3,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITG2,Sardegna,P_100CH_Y0_2,Posti autorizzati per 100 bambini di 0-2 anni,DNUR,Nidi e sezioni primavera,9,Totale,2019,28,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITG2,Sardegna,P_100CH_Y0_2,Posti autorizzati per 100 bambini di 0-2 anni,DNUR,Nidi e sezioni primavera,9,Totale,2020,28.9,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITG2,Sardegna,P_100CH_Y0_2,Posti autorizzati per 100 bambini di 0-2 anni,DNUR,Nidi e sezioni primavera,9,Totale,2021,30.7,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITG2,Sardegna,P_100CH_Y0_2,Posti autorizzati per 100 bambini di 0-2 anni,DNUR,Nidi e sezioni primavera,9,Totale,2022,33.1,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITG2,Sardegna,P_100CH_Y0_2,Posti autorizzati per 100 bambini di 0-2 anni,DNUR,Nidi e sezioni primavera,9,Totale,2023,36,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
