FREQ,Frequenza,REF_AREA,Territorio,DATA_TYPE,Indicatore,AGE_ENTERPRISE,Età della impresa,TYPE_OF_CONTRACT,Tipologia contrattuale,TIME_PERIOD,Osservazione,OBS_STATUS,'Stato dell"'osservazione'
A,Annuale,ITD5,Emilia-Romagna,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y6-10,6-10 anni,2,Tempo indeterminato,2015,91826.35,,
A,Annuale,ITD5,Emilia-Romagna,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y6-10,6-10 anni,2,Tempo indeterminato,2016,90261.34,,
A,Annuale,ITD5,Emilia-Romagna,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y6-10,6-10 anni,2,Tempo indeterminato,2017,88225.34,,
A,Annuale,ITD5,Emilia-Romagna,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y6-10,6-10 anni,9,Totale,2012,128863.86,,
A,Annuale,ITD5,Emilia-Romagna,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y6-10,6-10 anni,9,Totale,2013,137113.5,,
A,Annuale,ITD5,Emilia-Romagna,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y6-10,6-10 anni,9,Totale,2014,116998.6,,
A,Annuale,ITD5,Emilia-Romagna,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y6-10,6-10 anni,9,Totale,2015,112290.08,,
A,Annuale,ITD5,Emilia-Romagna,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y6-10,6-10 anni,9,Totale,2016,109515.75,,
A,Annuale,ITD5,Emilia-Romagna,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y6-10,6-10 anni,9,Totale,2017,113742.85,,
A,Annuale,ITD5,Emilia-Romagna,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y11-15,11-15 anni,2,Tempo indeterminato,2012,111836.07,,
A,Annuale,ITD5,Emilia-Romagna,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y11-15,11-15 anni,2,Tempo indeterminato,2013,111449.58,,
A,Annuale,ITD5,Emilia-Romagna,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y11-15,11-15 anni,2,Tempo indeterminato,2014,120276.45,,
A,Annuale,ITD5,Emilia-Romagna,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y11-15,11-15 anni,2,Tempo indeterminato,2015,115930.75,,
A,Annuale,ITD5,Emilia-Romagna,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y11-15,11-15 anni,2,Tempo indeterminato,2016,102879.41,,
A,Annuale,ITD5,Emilia-Romagna,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y11-15,11-15 anni,2,Tempo indeterminato,2017,95290.45,,
A,Annuale,ITD5,Emilia-Romagna,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y11-15,11-15 anni,9,Totale,2012,133047.18,,
A,Annuale,ITD5,Emilia-Romagna,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y11-15,11-15 anni,9,Totale,2013,131851.02,,
A,Annuale,ITD5,Emilia-Romagna,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y11-15,11-15 anni,9,Totale,2014,140236.49,,
A,Annuale,ITD5,Emilia-Romagna,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y11-15,11-15 anni,9,Totale,2015,131356.07,,
A,Annuale,ITD5,Emilia-Romagna,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y11-15,11-15 anni,9,Totale,2016,119179.26,,
A,Annuale,ITD5,Emilia-Romagna,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y11-15,11-15 anni,9,Totale,2017,116967.47,,
A,Annuale,ITD5,Emilia-Romagna,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y_GE16,16 anni e più,2,Tempo indeterminato,2012,616443.08,,
A,Annuale,ITD5,Emilia-Romagna,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y_GE16,16 anni e più,2,Tempo indeterminato,2013,626679.64,,
A,Annuale,ITD5,Emilia-Romagna,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y_GE16,16 anni e più,2,Tempo indeterminato,2014,623054.78,,
A,Annuale,ITD5,Emilia-Romagna,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y_GE16,16 anni e più,2,Tempo indeterminato,2015,633759.31,,
A,Annuale,ITD5,Emilia-Romagna,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y_GE16,16 anni e più,2,Tempo indeterminato,2016,645750.38,,
A,Annuale,ITD5,Emilia-Romagna,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y_GE16,16 anni e più,2,Tempo indeterminato,2017,657138.23,,
A,Annuale,ITD5,Emilia-Romagna,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y_GE16,16 anni e più,9,Totale,2012,676601.08,,
A,Annuale,ITD5,Emilia-Romagna,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y_GE16,16 anni e più,9,Totale,2013,680111.98,,
A,Annuale,ITD5,Emilia-Romagna,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y_GE16,16 anni e più,9,Totale,2014,690521.01,,
A,Annuale,ITD5,Emilia-Romagna,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y_GE16,16 anni e più,9,Totale,2015,707986.68,,
A,Annuale,ITD5,Emilia-Romagna,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y_GE16,16 anni e più,9,Totale,2016,720295.51,,
A,Annuale,ITD5,Emilia-Romagna,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y_GE16,16 anni e più,9,Totale,2017,745322.66,,
A,Annuale,ITD5,Emilia-Romagna,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),TOTAL,Totale,2,Tempo indeterminato,2012,964905.17,,
A,Annuale,ITD5,Emilia-Romagna,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),TOTAL,Totale,2,Tempo indeterminato,2013,963679.34,,
A,Annuale,ITD5,Emilia-Romagna,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),TOTAL,Totale,2,Tempo indeterminato,2014,940069.76,,
A,Annuale,ITD5,Emilia-Romagna,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),TOTAL,Totale,2,Tempo indeterminato,2015,946988.08,,
A,Annuale,ITD5,Emilia-Romagna,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),TOTAL,Totale,2,Tempo indeterminato,2016,972790.58,,
A,Annuale,ITD5,Emilia-Romagna,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),TOTAL,Totale,2,Tempo indeterminato,2017,972307.34,,
A,Annuale,ITD5,Emilia-Romagna,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),TOTAL,Totale,9,Totale,2012,1102045.82,,
A,Annuale,ITD5,Emilia-Romagna,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),TOTAL,Totale,9,Totale,2013,1090182.21,,
A,Annuale,ITD5,Emilia-Romagna,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),TOTAL,Totale,9,Totale,2014,1078990.26,,
A,Annuale,ITD5,Emilia-Romagna,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),TOTAL,Totale,9,Totale,2015,1082365.61,,
A,Annuale,ITD5,Emilia-Romagna,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),TOTAL,Totale,9,Totale,2016,1108493.29,,
A,Annuale,ITD5,Emilia-Romagna,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),TOTAL,Totale,9,Totale,2017,1144479.25,,
A,Annuale,ITE1,Toscana,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y0-2,0-2 anni,2,Tempo indeterminato,2012,52265.02,,
A,Annuale,ITE1,Toscana,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y0-2,0-2 anni,2,Tempo indeterminato,2013,47262.42,,
A,Annuale,ITE1,Toscana,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y0-2,0-2 anni,2,Tempo indeterminato,2014,52335.05,,
A,Annuale,ITE1,Toscana,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y0-2,0-2 anni,2,Tempo indeterminato,2015,52033.88,,
A,Annuale,ITE1,Toscana,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y0-2,0-2 anni,2,Tempo indeterminato,2016,65493.99,,
A,Annuale,ITE1,Toscana,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y0-2,0-2 anni,2,Tempo indeterminato,2017,61323.24,,
A,Annuale,ITE1,Toscana,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y0-2,0-2 anni,9,Totale,2012,65978.28,,
A,Annuale,ITE1,Toscana,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y0-2,0-2 anni,9,Totale,2013,59723.36,,
A,Annuale,ITE1,Toscana,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y0-2,0-2 anni,9,Totale,2014,65062.37,,
A,Annuale,ITE1,Toscana,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y0-2,0-2 anni,9,Totale,2015,63268.71,,
A,Annuale,ITE1,Toscana,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y0-2,0-2 anni,9,Totale,2016,77579.21,,
A,Annuale,ITE1,Toscana,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y0-2,0-2 anni,9,Totale,2017,77788.56,,
A,Annuale,ITE1,Toscana,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y3-5,3-5 anni,2,Tempo indeterminato,2012,51381.33,,
A,Annuale,ITE1,Toscana,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y3-5,3-5 anni,2,Tempo indeterminato,2013,54295.58,,
A,Annuale,ITE1,Toscana,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y3-5,3-5 anni,2,Tempo indeterminato,2014,51885.91,,
A,Annuale,ITE1,Toscana,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y3-5,3-5 anni,2,Tempo indeterminato,2015,57073.58,,
A,Annuale,ITE1,Toscana,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y3-5,3-5 anni,2,Tempo indeterminato,2016,52934.98,,
A,Annuale,ITE1,Toscana,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y3-5,3-5 anni,2,Tempo indeterminato,2017,57851.07,,
A,Annuale,ITE1,Toscana,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y3-5,3-5 anni,9,Totale,2012,62076.78,,
A,Annuale,ITE1,Toscana,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y3-5,3-5 anni,9,Totale,2013,64091.47,,
A,Annuale,ITE1,Toscana,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y3-5,3-5 anni,9,Totale,2014,61981.13,,
A,Annuale,ITE1,Toscana,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y3-5,3-5 anni,9,Totale,2015,66415.91,,
A,Annuale,ITE1,Toscana,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y3-5,3-5 anni,9,Totale,2016,61430.78,,
A,Annuale,ITE1,Toscana,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y3-5,3-5 anni,9,Totale,2017,70427.94,,
A,Annuale,ITE1,Toscana,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y6-10,6-10 anni,2,Tempo indeterminato,2012,80252.61,,
A,Annuale,ITE1,Toscana,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y6-10,6-10 anni,2,Tempo indeterminato,2013,73990.05,,
A,Annuale,ITE1,Toscana,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y6-10,6-10 anni,2,Tempo indeterminato,2014,70783.94,,
A,Annuale,ITE1,Toscana,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y6-10,6-10 anni,2,Tempo indeterminato,2015,69147.8,,
A,Annuale,ITE1,Toscana,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y6-10,6-10 anni,2,Tempo indeterminato,2016,74085.64,,
A,Annuale,ITE1,Toscana,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y6-10,6-10 anni,2,Tempo indeterminato,2017,72636.97,,
A,Annuale,ITE1,Toscana,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y6-10,6-10 anni,9,Totale,2012,94805.56,,
A,Annuale,ITE1,Toscana,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y6-10,6-10 anni,9,Totale,2013,86436.55,,
A,Annuale,ITE1,Toscana,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y6-10,6-10 anni,9,Totale,2014,83814.98,,
A,Annuale,ITE1,Toscana,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y6-10,6-10 anni,9,Totale,2015,80605.87,,
A,Annuale,ITE1,Toscana,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y6-10,6-10 anni,9,Totale,2016,85241.17,,
A,Annuale,ITE1,Toscana,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y6-10,6-10 anni,9,Totale,2017,87104.58,,
A,Annuale,ITE1,Toscana,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y11-15,11-15 anni,2,Tempo indeterminato,2012,76557.67,,
A,Annuale,ITE1,Toscana,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y11-15,11-15 anni,2,Tempo indeterminato,2013,75811.93,,
A,Annuale,ITE1,Toscana,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y11-15,11-15 anni,2,Tempo indeterminato,2014,71564.66,,
A,Annuale,ITE1,Toscana,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y11-15,11-15 anni,2,Tempo indeterminato,2015,72744.45,,
A,Annuale,ITE1,Toscana,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y11-15,11-15 anni,2,Tempo indeterminato,2016,73166.11,,
A,Annuale,ITE1,Toscana,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y11-15,11-15 anni,2,Tempo indeterminato,2017,65471.36,,
A,Annuale,ITE1,Toscana,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y11-15,11-15 anni,9,Totale,2012,87646.67,,
A,Annuale,ITE1,Toscana,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y11-15,11-15 anni,9,Totale,2013,87064.2,,
A,Annuale,ITE1,Toscana,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y11-15,11-15 anni,9,Totale,2014,82569.84,,
A,Annuale,ITE1,Toscana,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y11-15,11-15 anni,9,Totale,2015,82799.98,,
A,Annuale,ITE1,Toscana,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y11-15,11-15 anni,9,Totale,2016,83093.74,,
A,Annuale,ITE1,Toscana,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y11-15,11-15 anni,9,Totale,2017,77825.08,,
A,Annuale,ITE1,Toscana,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y_GE16,16 anni e più,2,Tempo indeterminato,2012,362252.89,,
A,Annuale,ITE1,Toscana,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y_GE16,16 anni e più,2,Tempo indeterminato,2013,366340.64,,
A,Annuale,ITE1,Toscana,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y_GE16,16 anni e più,2,Tempo indeterminato,2014,359046.32,,
A,Annuale,ITE1,Toscana,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y_GE16,16 anni e più,2,Tempo indeterminato,2015,362960.21,,
A,Annuale,ITE1,Toscana,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y_GE16,16 anni e più,2,Tempo indeterminato,2016,370020.49,,
A,Annuale,ITE1,Toscana,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y_GE16,16 anni e più,2,Tempo indeterminato,2017,378771.37,,
A,Annuale,ITE1,Toscana,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y_GE16,16 anni e più,9,Totale,2012,397350.69,,
A,Annuale,ITE1,Toscana,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y_GE16,16 anni e più,9,Totale,2013,401560.84,,
A,Annuale,ITE1,Toscana,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y_GE16,16 anni e più,9,Totale,2014,396776.36,,
A,Annuale,ITE1,Toscana,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y_GE16,16 anni e più,9,Totale,2015,401656.18,,
A,Annuale,ITE1,Toscana,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y_GE16,16 anni e più,9,Totale,2016,409195.41,,
A,Annuale,ITE1,Toscana,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y_GE16,16 anni e più,9,Totale,2017,429827.87,,
A,Annuale,ITE1,Toscana,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),TOTAL,Totale,2,Tempo indeterminato,2012,622709.52,,
A,Annuale,ITE1,Toscana,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),TOTAL,Totale,2,Tempo indeterminato,2013,617700.62,,
A,Annuale,ITE1,Toscana,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),TOTAL,Totale,2,Tempo indeterminato,2014,605615.88,,
A,Annuale,ITE1,Toscana,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),TOTAL,Totale,2,Tempo indeterminato,2015,613959.92,,
A,Annuale,ITE1,Toscana,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),TOTAL,Totale,2,Tempo indeterminato,2016,635701.21,,
A,Annuale,ITE1,Toscana,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),TOTAL,Totale,2,Tempo indeterminato,2017,636054.01,,
A,Annuale,ITE1,Toscana,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),TOTAL,Totale,9,Totale,2012,707857.98,,
A,Annuale,ITE1,Toscana,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),TOTAL,Totale,9,Totale,2013,698876.42,,
A,Annuale,ITE1,Toscana,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),TOTAL,Totale,9,Totale,2014,690204.68,,
A,Annuale,ITE1,Toscana,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),TOTAL,Totale,9,Totale,2015,694746.65,,
A,Annuale,ITE1,Toscana,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),TOTAL,Totale,9,Totale,2016,716540.31,,
A,Annuale,ITE1,Toscana,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),TOTAL,Totale,9,Totale,2017,742974.03,,
A,Annuale,ITE2,Umbria,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y0-2,0-2 anni,2,Tempo indeterminato,2012,10298.18,,
A,Annuale,ITE2,Umbria,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y0-2,0-2 anni,2,Tempo indeterminato,2013,7703.19,,
A,Annuale,ITE2,Umbria,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y0-2,0-2 anni,2,Tempo indeterminato,2014,8402.87,,
A,Annuale,ITE2,Umbria,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y0-2,0-2 anni,2,Tempo indeterminato,2015,8396.36,,
A,Annuale,ITE2,Umbria,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y0-2,0-2 anni,2,Tempo indeterminato,2016,10097.93,,
A,Annuale,ITE2,Umbria,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y0-2,0-2 anni,2,Tempo indeterminato,2017,8633.13,,
A,Annuale,ITE2,Umbria,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y0-2,0-2 anni,9,Totale,2012,12891.98,,
A,Annuale,ITE2,Umbria,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y0-2,0-2 anni,9,Totale,2013,9930.71,,
A,Annuale,ITE2,Umbria,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y0-2,0-2 anni,9,Totale,2014,10844.73,,
A,Annuale,ITE2,Umbria,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y0-2,0-2 anni,9,Totale,2015,10318.87,,
A,Annuale,ITE2,Umbria,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y0-2,0-2 anni,9,Totale,2016,11820.82,,
A,Annuale,ITE2,Umbria,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y0-2,0-2 anni,9,Totale,2017,11100.42,,
A,Annuale,ITE2,Umbria,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y3-5,3-5 anni,2,Tempo indeterminato,2012,12094.42,,
A,Annuale,ITE2,Umbria,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y3-5,3-5 anni,2,Tempo indeterminato,2013,12250.98,,
A,Annuale,ITE2,Umbria,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y3-5,3-5 anni,2,Tempo indeterminato,2014,9941.71,,
A,Annuale,ITE2,Umbria,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y3-5,3-5 anni,2,Tempo indeterminato,2015,10126.02,,
A,Annuale,ITE2,Umbria,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y3-5,3-5 anni,2,Tempo indeterminato,2016,10033.47,,
A,Annuale,ITE2,Umbria,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y3-5,3-5 anni,2,Tempo indeterminato,2017,10539.17,,
A,Annuale,ITE2,Umbria,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y3-5,3-5 anni,9,Totale,2012,15218.48,,
A,Annuale,ITE2,Umbria,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y3-5,3-5 anni,9,Totale,2013,15124.24,,
A,Annuale,ITE2,Umbria,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y3-5,3-5 anni,9,Totale,2014,11742.28,,
A,Annuale,ITE2,Umbria,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y3-5,3-5 anni,9,Totale,2015,11805.24,,
A,Annuale,ITE2,Umbria,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y3-5,3-5 anni,9,Totale,2016,11478.73,,
A,Annuale,ITE2,Umbria,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y3-5,3-5 anni,9,Totale,2017,12812.24,,
A,Annuale,ITE2,Umbria,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y6-10,6-10 anni,2,Tempo indeterminato,2012,17058.66,,
A,Annuale,ITE2,Umbria,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y6-10,6-10 anni,2,Tempo indeterminato,2013,16762.82,,
A,Annuale,ITE2,Umbria,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y6-10,6-10 anni,2,Tempo indeterminato,2014,15902.08,,
A,Annuale,ITE2,Umbria,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y6-10,6-10 anni,2,Tempo indeterminato,2015,14554.35,,
A,Annuale,ITE2,Umbria,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y6-10,6-10 anni,2,Tempo indeterminato,2016,16039.79,,
A,Annuale,ITE2,Umbria,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y6-10,6-10 anni,2,Tempo indeterminato,2017,15754.29,,
A,Annuale,ITE2,Umbria,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y6-10,6-10 anni,9,Totale,2012,19506.11,,
A,Annuale,ITE2,Umbria,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y6-10,6-10 anni,9,Totale,2013,19044.11,,
A,Annuale,ITE2,Umbria,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y6-10,6-10 anni,9,Totale,2014,19413.97,,
A,Annuale,ITE2,Umbria,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y6-10,6-10 anni,9,Totale,2015,17714.61,,
A,Annuale,ITE2,Umbria,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y6-10,6-10 anni,9,Totale,2016,19109.08,,
A,Annuale,ITE2,Umbria,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y6-10,6-10 anni,9,Totale,2017,20092.72,,
A,Annuale,ITE2,Umbria,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y11-15,11-15 anni,2,Tempo indeterminato,2012,16938.03,,
A,Annuale,ITE2,Umbria,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y11-15,11-15 anni,2,Tempo indeterminato,2013,16725.15,,
A,Annuale,ITE2,Umbria,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y11-15,11-15 anni,2,Tempo indeterminato,2014,13994.96,,
A,Annuale,ITE2,Umbria,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y11-15,11-15 anni,2,Tempo indeterminato,2015,14611.29,,
A,Annuale,ITE2,Umbria,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y11-15,11-15 anni,2,Tempo indeterminato,2016,14946.89,,
A,Annuale,ITE2,Umbria,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y11-15,11-15 anni,2,Tempo indeterminato,2017,13620.33,,
A,Annuale,ITE2,Umbria,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y11-15,11-15 anni,9,Totale,2012,18744.75,,
A,Annuale,ITE2,Umbria,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y11-15,11-15 anni,9,Totale,2013,18519.03,,
A,Annuale,ITE2,Umbria,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y11-15,11-15 anni,9,Totale,2014,15607.67,,
A,Annuale,ITE2,Umbria,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y11-15,11-15 anni,9,Totale,2015,16215.62,,
A,Annuale,ITE2,Umbria,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y11-15,11-15 anni,9,Totale,2016,16464.15,,
A,Annuale,ITE2,Umbria,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y11-15,11-15 anni,9,Totale,2017,15601.53,,
A,Annuale,ITE2,Umbria,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y_GE16,16 anni e più,2,Tempo indeterminato,2012,86064.5,,
A,Annuale,ITE2,Umbria,AENTEMPYAA,Numero dipendenti delle imprese attive (valori medi annui),Y_GE16,16 anni e più,2,Tempo indeterminato,2013,85638.17,,
